Name,Address,City,State,Years_of_Operation,Latitude,Longitude
"K & K Truck Sales, Inc.","427 West Pike Street","Goshen","IN","&lt;--1962-1990--&gt;",41.59046,-85.84267
"Bunner & Eilert Company","","Grandview","IN","&lt;--1918--&gt;",37.93467,-86.98098
"Morrison Bros.","5 East Franklin Street","Greencastle","IN","&lt;--1923-1933--&gt;",39.64476,-86.85678
"Weesner Implement Company","124 North Jackson Street","Greencastle","IN","&lt;--1938-1957--&gt;",39.64535,-86.86573
"Ivor McMains","124 North Jackson Street; 200 North Indiana Street","Greencastle","IN","&lt;--1958-1965--&gt;",39.64535,-86.86573
"Myron D. McMains","Highway 231 North","Greencastle","IN","&lt;--1967-1969--&gt;",39.66501,-86.87033
"Hess Sales & Service","7-9 East Franklin Street","Greencastle","IN","1940-1958--&gt;",39.64497,-86.86401
"Johnsons","","Greenfield","IN","&lt;--1948--&gt;",39.7852,-85.76927
"Dill-Fields Company, Inc.","222 South Franklin Street","Greenfield","IN","&lt;--1958-1979--&gt;",39.78212,-85.78421
"Ed Wieland's All American Cars","2222 West Main Street","Greenfield","IN","&lt;--1973-1974--&gt;",39.78704,-85.73217
"Greenfield Farm Center, Inc.","","Greenfield","IN","&lt;--1984--&gt;",39.7852,-85.76927
"Corbett & Rohe / Corbett-Rohe Company","","Greensburg","IN","&lt;--1912-1930--&gt;",39.33993,-85.4795
"Greensburg Implement Company","135 West Main Street; North Michigan Avenue at Park Street ","Greensburg","IN","&lt;--1948--&gt;",39.33877,-85.48898
"Rodgers Brothers, Inc.","","Greensburg","IN","&lt;--1958--&gt;",39.33993,-85.4795
"Shirks Tree City Supply, Inc.","926 North Lincoln Street","Greensburg","IN","1962-1986",39.3466,-85.47933
"W. O. Springer & Son","","Greenwood","IN","&lt;--1920-1931--&gt;",39.61358,-86.11788
"Stinson & Gimmeson","","Griffin","IN","&lt;--1925--&gt;",38.22326,-87.90169
"Lolkema Sales","405 East Ridge Road","Griffith","IN","&lt;--1962-1972--&gt;",41.55001,-87.42358
"Hamlet Implement Company","","Hamlet","IN","&lt;--1916--&gt;",41.38126,-86.58549
"Neville Hardware & Implement Company / Neville Hardware","","Hamlet","IN","&lt;--1948-1969--&gt;",41.38126,-86.58549
"Lake County Auto Supply & Sales","Douglas Street & Hohman Avenue","Hammond","IN","&lt;--1919--&gt;",41.61486,-87.52203
"Burgess Truck Sales & Service (Inc.)","7530 Calumet Avenue; 7020 Cline Avenue","Hammond","IN","&lt;--1958-1990--&gt;",41.54577,-87.43247
"George V. Trinkle","","Hardinsburg","IN","",38.45953,-86.27705
"Radcliff Service Station","","Hardinsburg","IN","",38.45953,-86.27705
"Kriegbaum Implement Company","","Hartford City","IN","&lt;--1948-1958--&gt;",40.4513,-85.37017
"H. & S. Sales, Inc.","","Hartford City","IN","&lt;--1962-1969--&gt;",40.4513,-85.37017
"David Winchell","","Hatfield","IN","&lt;--1937-1946",37.90266,-87.22425
"Hatfield Implement Company","","Hatfield","IN","&lt;--1944",37.90266,-87.22425
"P. & E. Ten Barge","","Haubstadt","IN","&lt;--1946",38.20507,-87.5774
"Maxwell Implement Company","","Hebron","IN","&lt;--1918-1921--&gt;",41.3207,-87.20003
"Helmsburg Garage & Hardware","","Helmsburg","IN","&lt;--1948--&gt;",39.36171,-86.2755
"Suburban Rambler, Inc.","","Highland","IN","&lt;--1962-1964--&gt;",41.54754,-87.46162
"Colonial Motors","","Highland","IN","&lt;--1969--&gt;",41.54754,-87.46162
"Carriage Motors","9304 Indianapolis Avenue","Highland","IN","&lt;--1973--&gt;",39.80532,-86.16439
"Schoon's Seed & Farm Equipment","","Highland","IN","",41.54754,-87.46162
"Isakson Bros.","55 North Center Street","Hobart","IN","&lt;--1958--&gt;",39.72918,-86.10892
"Clarence C. Finke","","Holland","IN","&lt;--1946",38.247,-87.03882
"Ed Richards","","Hope","IN","&lt;--1948--&gt;",36.12851,-86.83549
"Schafer Implement Company","","Hope","IN","&lt;--1958--&gt;",36.12851,-86.83549
"Hope Equipment Company, Inc.","","Hope","IN","&lt;--1962-1967--&gt;",36.12851,-86.83549
"Noll Brothers","South Main Street at Parsonage Street","Hudson","IN","&lt;--1958-1976--&gt;",41.53304,-85.08094
"Samuel Hieber","","Huntertown","IN","&lt;--1916--&gt;",41.22799,-85.17219
"Hopf-Himsel, Inc.","Highway 231 North","Huntingburg","IN","&lt;--1979-1986--&gt;",38.29445,-86.95556
"J. P. Kriegbaum & Sons","","Huntington","IN","1902-1927--&gt;",40.88279,-85.49732
"Kriegbaum & Sons (Inc.)","224 East Franklin Street","Huntington","IN","&lt;--1948-1971--&gt;",40.88206,-85.49319
"Bond Oldsmobile-Cadillac, Inc.","","Huntington","IN","&lt;--1962--&gt;",40.88279,-85.49732
"D & B Motors","","Huntington","IN","&lt;--1964-1969--&gt;",40.88279,-85.49732
"H. H. Niswander, Inc.","1885 North Jefferson Street","Huntington","IN","&lt;--1973-1977--&gt;",40.89187,-85.50413
"Carl Reed Tractor Service","Grimm Road","Huntington","IN","&lt;--1979-1984--&gt;",40.90475,-85.54414
"Steinhart Motor Truck Company","427 North Meridian Street","Indianapolis","IN","&lt;--1919-1920--&gt;",39.86177,-86.15731
"J. D. Adams Company","","Indianapolis","IN","&lt;--1930-1943--&gt;",39.76845,-86.15621
"Deer & Son","","Indianapolis","IN","&lt;--1945",39.76845,-86.15621
"Dill Implement Company","1531 Indiana Avenue","Indianapolis","IN","&lt;--1948-1953--&gt;",39.7878,-86.18307
"R. R. Howard Sales Company (Inc.)","3rd Floor, Guaranty Building; 20 North Meridian Street","Indianapolis","IN","&lt;--1951-1961--&gt;",39.7678,-86.15836
"Indiana Equipment Company, Inc.","1244 West 16th Street","Indianapolis","IN","&lt;--1957--&gt;",39.78961,-86.18443
"Indiana Equipment Company, Inc.","8410 Zionsville Road","Indianapolis","IN","&lt;--1979--&gt;",39.90748,-86.26085
"McGinty Sales Company (Inc.)","301 North Delaware Street","Indianapolis","IN","&lt;--1958--&gt;",39.77167,-86.15434
"Dennie Groomer","","Indianapolis","IN","&lt;--1962-1969--&gt;",39.76845,-86.15621
"Utility Marine, Inc.","","Indianapolis","IN","&lt;--1962-1964--&gt;",39.76845,-86.15621
"Epleys Sales & Service","","Indianapolis","IN","&lt;--1964--&gt;",39.76845,-86.15621
"Trenny's, Inc.","","Indianapolis","IN","&lt;--1964--&gt;",39.76845,-86.15621
"Eastwood 66 Service Center","","Indianapolis","IN","&lt;--1967--&gt;",39.76845,-86.15621
"Truck World","","Indianapolis","IN","&lt;--1969--&gt;",39.76845,-86.15621
"Wood Truck Sales","","Indianapolis","IN","&lt;--1969--&gt;",39.76845,-86.15621
"Waite Enterprises","5350 North Keystone Avenue","Indianapolis","IN","&lt;--1973--&gt;",39.85047,-86.12362
"International Harvester Company ~ Truck Branch","5730 Fortune Circle Drive West","Indianapolis","IN","&lt;--1973-1980--&gt;",39.72836,-86.2571
"Speedway International Trucks (Inc.)","5730 Fortune Circle Drive West","Indianapolis","IN","&lt;--1984-1999--&gt;",39.72836,-86.2571
"International Harvester Company","230 South Capitol Avenue","Indianapolis","IN","&lt;--1911--&gt;",39.68882,-86.16087
"International Harvester Company","319 South Missouri Street","Indianapolis","IN","&lt;--1917-1922--&gt;",39.76262,-86.16575
"International Harvester Company","425 Kentucky Avenue","Indianapolis","IN","&lt;--1935-1937--&gt;",39.7607,-86.16817
"International Harvester Company","1065 West Washington Street","Indianapolis","IN","&lt;--1958-1969--&gt;",39.76441,-86.17716
"International Harvester Company ~ Truck Branch","3414 East Washington Street","Indianapolis","IN","&lt;--1958-1980--&gt;",39.76959,-86.108
"International Harvester Used Truck Center","3320 Washington Street","Indianapolis","IN","&lt;--1977-1980--&gt;",39.66443,-86.1251
"International Harvester Used Truck Center","1429 Harding Court","Indianapolis","IN","&lt;--1982-1983--&gt;",39.69459,-86.18324
"Segal Truck Sales","","Indianapolis","IN","",39.76845,-86.15621
"Hovermale & Hedge","","Jamestown","IN","&lt;--1958-1969--&gt;",39.92565,-86.62706
"Herman Criss","","Jasonville","IN","&lt;--1945",39.16308,-87.20006
"Followell Bros.","","Jasonville","IN","&lt;--1948-1958--&gt;",39.16308,-87.20006
"Geo. P. Wagner Company (Inc.)","","Jasper","IN","&lt;--1948-1962--&gt;",38.39148,-86.93176
"Clapp Motor Sales","","Jeffersonville","IN","&lt;--1958--&gt;",38.29886,-85.72663
"Bales Motor Company, Inc.","","Jeffersonville","IN","&lt;--1964-1969--&gt;",38.29886,-85.72663
"Irons Sales Company","","Kendallville","IN","&lt;--1948--&gt;",41.44024,-85.26494
"Truck-A-Teria, Inc.","","Kendallville","IN","&lt;--1958-1964--&gt;",41.44024,-85.26494
"McClure Implement Company","Highway 6 West","Kendallville","IN","&lt;--1964-1979--&gt;",41.45241,-85.30897
"C & H Truck Sales, Inc.","","Kendallville","IN","&lt;--1967-1969--&gt;",41.44024,-85.26494
"Porter & Hoover","","Kentland","IN","&lt;--1958--&gt;",40.76803,-87.44528
"Porter Sales & Service, Inc.","","Kentland","IN","&lt;--1962--&gt;",40.76803,-87.44528
"Van Meter & Moore","","Kewanna","IN","&lt;--1936-1937--&gt;",41.0186,-86.41428
"Chas. Van Meter (Company)","","Kewanna","IN","&lt;--1948-1959--&gt;",41.0186,-86.41428
"Kewanna Implement Company (Inc.)","319 Main Street","Kewanna","IN","&lt;--1962-1979--&gt;",41.01856,-86.40942
"Powell Implement (Inc.)","319 Main Street","Kewanna","IN","&lt;--1984-1985--&gt;",41.01856,-86.40942
"Dillon & Ratcliff","","Kingman","IN","&lt;--1948--&gt;",39.9675,-87.28015
"Woods Brothers","","Kingman","IN","&lt;--1958--&gt;",39.9675,-87.28015
"Holmes Supply Company","","Kingsbury","IN","&lt;--1930-1948--&gt;",41.52946,-86.70082
"Kirklin Motor Sales","","Kirklin","IN","&lt;--1948--&gt;",40.19308,-86.35766
"Kepner Implement Company","","Kirklin","IN","&lt;--1954-1958--&gt;",40.19308,-86.35766
"Willis Implement Company","224 East Main Street","Knightstown","IN","&lt;--1948-1966--&gt;",39.79579,-85.52405
"Abner Motor Sales","536 West Main Street","Knightstown","IN","&lt;--1951-1964--&gt;",39.79496,-85.53425
"Chas. Cook","","Knox","IN","&lt;--1948--&gt;",41.28806,-86.62068
"Cook Equipment Company","","Knox","IN","",41.28806,-86.62068
"Central Farm Equipment Corporation","","Kokomo","IN","&lt;--1935--&gt;",40.48651,-86.13124
"Scott Henderson / Henderson's","1001 North Washington Street","Kokomo","IN","&lt;--1936--&gt;",40.49476,-86.13434
"Bilsland-Pearch","615 North Washington Street","Kokomo","IN","&lt;--1948--&gt;",40.49136,-86.13425
"Jack Pearch","615 North Washington Street","Kokomo","IN","&lt;--1954--&gt;",40.49136,-86.13425
"Kokomo Truck & Tractor Sales","","Kokomo","IN","&lt;--1958--&gt;",40.48651,-86.13124
"International Harvester Sales & Service","Highway 31 Bypass & Smith Road; 905 East Smith Road","Kokomo","IN","&lt;--1962-1974--&gt;",38.72921,-81.94356
"Shepherd International (Inc.)","905 East Smith Road","Kokomo","IN","&lt;--1976-1979--&gt;",40.51999,-86.12694
"McMahan-Thrasher, Inc.","605 Monroe Street","La Porte","IN","&lt;--1948--&gt;",41.6042,-86.71205
"Howard & Hannon (Inc.)","1032 East Lincolnway","La Porte","IN","&lt;--1958-1984--&gt;",41.62047,-86.69905
"Rembold Motors, Inc.","","La Porte","IN","&lt;--1962-1964--&gt;",41.60988,-86.7217
"North Shore Sales","1301 Pine Lake Road","La Porte","IN","&lt;--1973-1977--&gt;",41.63366,-86.74151
"Funk & Ashton","","Laconia","IN","&lt;--1944",38.03184,-86.08553
"Maxwell Implement Company","","LaCrosse","IN","&lt;--1918-1921--&gt;",41.145,-85.11697
"Mitchell & Schoppel, Inc.","18800 Highway 421","LaCrosse","IN","&lt;--1984--&gt;",46.66087,-117.80011
"McCormick-Deering Store","","Lafayette","IN","&lt;--1935-1937--&gt;",40.41733,-86.89062
"McCormick Farm Equipment Store","405 Bypass 52 South","Lafayette","IN","&lt;--1956-1962--&gt;",34.7295,-85.27055
"International Harvester Sales & Service","405 Bypass 52 South","Lafayette","IN","&lt;--1964-1976--&gt;",34.7295,-85.27055
"Lyons International Equipment, Inc.","405 Sagamore Parkway South ","Lafayette","IN","&lt;--1979-1984--&gt;",40.41347,-86.85738
"Lafayette Truck Center, Inc.","2700 Highway 25","Lafayette","IN","&lt;--1977-1974--&gt;",40.49871,-86.73615
"Speedway International Trucks","2700 Highway 25","Lafayette","IN","&lt;--1990--&gt;",40.49871,-86.73615
"Segal Truck Sales","","Lafayette","IN","",40.41733,-86.89062
"Lafayette International Company","","Lafayette","IN","",40.41733,-86.89062
"Hardman Hardware Company","","LaFontaine","IN","",40.7904,-85.81472
"Norris Implement Company","","LaGrange","IN","&lt;--1948-1962--&gt;",41.64142,-85.41792
"Norris Truck Service","125 Highway 20 West","LaGrange","IN","&lt;--1964-2017--&gt;",41.64069,-85.51193
"G. & E. Christenson","","Lake Village","IN","&lt;--1929-1968--&gt;",41.13756,-87.44882
"Wedeking & Nielsen","","Lamar","IN","&lt;--1948--&gt;",38.07029,-86.88584
"A. M. Evans","","Lanesville","IN","&lt;--1948--&gt;",38.2382,-85.98424
"Rivers Motor Sales","","Lawrence","IN","&lt;--1958--&gt;",39.84009,-86.01934
"W. S. Richie","","Lebanon","IN","&lt;--1911--&gt;",40.04845,-86.46917
"Lebanon Hardware Company","","Lebanon","IN","&lt;--1934--&gt;",40.04845,-86.46917
"Shelby Implement Sales, Inc.","","Lebanon","IN","&lt;--1948",40.04845,-86.46917
"Hall & Drakeford","316 West South Street","Lebanon","IN","&lt;--1948--&gt;",40.04694,-86.4711
"Larr Equipment (Inc.)","Old Highway 52 South; 1940 Indianapolis Avenue","Lebanon","IN","&lt;--1964-1984--&gt;",39.0549,-87.44367
"Scherer & Klopfenstein (Implement Company)","","Leo","IN","&lt;--1948--&gt;",41.22321,-85.01095
"Scherer & Maxfield, Inc.","14520 Leo Road","Leo","IN","&lt;--1958-1984--&gt;",41.21991,-85.01322
"V. J. Hardy","","Lexington","IN","",38.65238,-85.62523
"Presnall Implement Company","","Liberty","IN","&lt;--1948--&gt;",39.6334,-84.92333
"Alexander-Clark","","Liberty","IN","&lt;--1958--&gt;",39.6334,-84.92333
"Rays Farm Equipment Sales & Service","","Liberty","IN","&lt;--1967--&gt;",39.6334,-84.92333
"Moser Implement Company","South Lincolnway","Ligonier","IN","&lt;--1948--&gt;",41.42572,-85.58449
"Bill Shaw's Garage","","Ligonier","IN","&lt;--1958--&gt;",41.46553,-85.58764
"Yoder Cities Service","","Ligonier","IN","&lt;--1962-1964--&gt;",41.46553,-85.58764
"Yoder's Citgo","","Ligonier","IN","&lt;--1967-1969--&gt;",41.46553,-85.58764
"Leonard J. Guiffre Motor Sales","","Linton","IN","&lt;--1958--&gt;",36.12851,-86.83549
"McDowell Bros.","","Logansport","IN","&lt;--1910--&gt;",40.75449,-86.363
"Logansport International Company","","Logansport","IN","&lt;--1932--&gt;",40.75449,-86.363
"McCormick-Deering Store","","Logansport","IN","&lt;--1944",40.75449,-86.363
"Durbin Truck & Implement Store","510 High Street","Logansport","IN","&lt;--1948-1951--&gt;",40.76448,-86.29514
"Jackson-Kitchel, Inc.","510 High Street; Highway 24 West","Logansport","IN","1953-1981",40.75199,-86.37114
"Lincolnway International Trucks","Highway 24 West","Logansport","IN","&lt;--1990--&gt;",40.75199,-86.37114
"Logansport Implement Company","","Logansport","IN","",40.75449,-86.363
"John Huebner Hardware Company","","Loogootee","IN","&lt;--1911-1912--&gt;",38.674,-86.9144
"Jeffers Garage","","Loogootee","IN","&lt;--1962-1964--&gt;",38.674,-86.9144
"Harold Sorensen","","Lowell","IN","&lt;--1948--&gt;",41.2915,-87.41452
"Bob Davis","","Lowell","IN","&lt;--1958--&gt;",41.2915,-87.41452
"B & H Equipment","","Lowell","IN","&lt;--1962--&gt;",41.2915,-87.41452
"Don Bales (Inc.)","10102 West 181st Avenue","Lowell","IN","&lt;--1964-1984--&gt;",41.29094,-87.45623
"Murl Grounds","","Lyons","IN","&lt;--1939-1949--&gt;",38.98905,-87.08198
"Benham Truck & Tractor Sales","","Lyons","IN","&lt;--1956-1958--&gt;",38.98905,-87.08198
"Carvey Implement Sales","","Macy","IN","",40.95978,-86.1284
"Wesbecker Implement & Truck Sales","602 West Main Street","Madison","IN","&lt;--1948-1984--&gt;",38.73762,-85.38599
"Willard Cassidy","","Magnet","IN","&lt;--1946",38.09612,-86.46409
"Charles Nelson","","Marion","IN","&lt;--1911--&gt;",40.55187,-85.66814
"J. B. Tippey","","Marion","IN","&lt;--1928--&gt;",40.55187,-85.66814
"Kriegbaum Farm Equipment Company","","Marion","IN","&lt;--1948-1951--&gt;",40.55187,-85.66814
"Kriegbaum Farm Equipment Company","1623 East 3rd Street","Marion","IN","&lt;--1979-1984--&gt;",40.55881,-85.65239
"Barker & McClain","16th & Washington Street","Marion","IN","&lt;--1958--&gt;",40.54654,-85.65982
"A & L Auto Sales","","Marion","IN","&lt;--1967-1969--&gt;",40.55187,-85.66814
"Woods Garage","","Markle","IN","&lt;--1964-1967--&gt;",40.82459,-85.33887
"W. H. Hardy & Son","","Markleville","IN","&lt;--1919-1958--&gt;",39.97753,-85.61457
"Williams Implement Company","","Martinsville","IN","&lt;--1948--&gt;",39.42786,-86.42858
"Hank's Tire & Battery","","Martinsville","IN","&lt;--1958--&gt;",39.42786,-86.42858
"Hank's Sales & Service","435 West Morgan Street","Martinsville","IN","&lt;--1962-1976--&gt;",39.42755,-86.43449
"Hank's International Sales & Service","435 West Morgan Street","Martinsville","IN","&lt;--1977-1979--&gt;",39.42755,-86.43449
"Virgil Holl","","Medaryville","IN","&lt;--1948-1958--&gt;",41.08065,-86.89201
"John W. Hamilton","","Medora","IN","&lt;--1913--&gt;",38.82518,-86.17021
"Carr Township Service Station","","Medora","IN","&lt;--1947",38.82518,-86.17021
"Max Smith & Son","","Mentone","IN","&lt;--1958-1962--&gt;",41.17525,-86.0392
"McNutt & Musgrave","","Merom","IN","&lt;--1930--&gt;",39.05651,-87.56728
"Harrison & Daniels","","Merom","IN","&lt;--1946-1948--&gt;",39.05651,-87.56728
"Twin Motors Garage","","Michigan City","IN","&lt;--1942--&gt;",41.71873,-86.9009
"A. C. Heitschmidt","","Michigan City","IN","&lt;--1944",41.71873,-86.9009
"Moore Equipment Company (Inc.)","East Relief Highway","Michigan City","IN","&lt;--1948-1964--&gt;",41.66597,-86.98298
"Truck Sales & Service Company, Inc.","321 Highway 20 East","Michigan City","IN","&lt;--1967-1973--&gt;",41.65439,-87.00486
"RPM Truck Sales & Service","Highway 20 East of Highway 421","Michigan City","IN","&lt;--1974-1979--&gt;",41.66597,-86.98298
"Kirkpatrick Service","10th Street & Locust Street","Middletown","IN","&lt;--1962-1977--&gt;",40.05409,-85.5421
"R. L. Felker","","Mifflin","IN","",38.30909,-86.53035
"George Schermer","","Milan","IN","&lt;--1944",39.12248,-85.12988
"Steve Shorten Jr.","","Milan","IN","&lt;--1948--&gt;",39.12248,-85.12988
"Sharp Hardware Company (Inc.)","","Milford","IN","&lt;--1948-1984--&gt;",41.41104,-85.85032
"Millersburg Hardware Company","","Millersburg","IN","&lt;--1948--&gt;",41.52171,-85.69349
"Patton & Overleese","","Milroy","IN","&lt;--1913--&gt;",39.41513,-85.46575
"Mishawaka Equipment Company","","Mishawaka","IN","&lt;--1948--&gt;",41.66113,-86.1793
"Jim Hibschman Pontiac","301 Lincolnway East","Mishawaka","IN","&lt;--1973-1974--&gt;",41.66083,-86.17763
"Dennis Equipment Company","","Milton","IN","&lt;--1923--&gt;",39.78785,-85.15547
"Newbold Garage","","Monon","IN","&lt;--1958-1962--&gt;",40.86802,-86.87889
"E. M. Downey Hardware","","Monroe City","IN","",38.61477,-87.3536
"Clem Hardware Company","","Monroeville","IN","&lt;--1948-1958--&gt;",40.97438,-84.86847
"Meyer Auto Sales, Inc.","","Monroeville","IN","&lt;--1967-1969--&gt;",40.97438,-84.86847
"Kenworthy & Son, Inc.","","Monrovia","IN","&lt;--1948-1969--&gt;",39.57886,-86.47999
"Edw. C. Master","","Monterey","IN","&lt;--1948--&gt;",41.15649,-86.48229
"Cutter Implement Company","","Monterey","IN","&lt;--1958--&gt;",41.15649,-86.48229
"Kenney Implement Company / Kenney Implement, Inc. / Kenney Farm Implement, Inc.","301 North Main Street; 1091 West Broadway Street; 1105 West Broadway Street","Monticello","IN","&lt;--1948-1986--&gt;",40.74494,-86.76192
"Palas Automotive Service","","Monticello","IN","&lt;--1962--&gt;",40.74615,-86.76195
"Segal Truck Sales & Service (Inc.)","","Monticello","IN","&lt;--1964-1969--&gt;",40.74615,-86.76195
"Jessup-Buford Hardware (Inc.)","","Mooresville","IN","&lt;--1948-1958--&gt;",39.61276,-86.37488
"Tom Baker Motors","","Mooresville","IN","&lt;--1964--&gt;",39.61276,-86.37488
"James L. Crawford","","Morgantown","IN","&lt;--1940--&gt;",39.37231,-86.25558
"J. L. Crawford & Son","","Morgantown","IN","&lt;--1948-1958--&gt;",39.37231,-86.25558
"Meyer Implement Company","","Morocco","IN","&lt;--1945",40.94797,-87.45019
"Baird & Storey Implement Company","","Morocco","IN","&lt;--1948--&gt;",40.94797,-87.45019
"Milt Storey Implement Company","55 North Clay Street","Morocco","IN","&lt;--1958-1984--&gt;",40.948,-87.45348
"McWilliams Implement Company","","Morristown","IN","&lt;--1948-1969--&gt;",39.67171,-85.69923
"Eilert Farm Equipment Company","","Mt. Vernon","IN","&lt;--1937-1939--&gt;",38.11217,-87.90197
"Hasting Equipment Company (Inc.)","401 Mill Street","Mt. Vernon","IN","&lt;--1948-1984--&gt;",37.93181,-87.89861
"Lindsay Truck & Implement Company","221 North Walnut Street","Muncie","IN","&lt;--1922-1923--&gt;",40.19472,-85.38643
"Muncie International Company","","Muncie","IN","&lt;--1929-1932",40.19365,-85.38652
"McCormick-Deering Store","120 West Willard Street","Muncie","IN","1932-1943",40.18581,-85.3873
"C. E. Loker Truck & Implement Company, Inc.","2130 North Broadway (2130 North Dr. Martin Luther King Blvd.)","Muncie","IN","&lt;--1946-1964--&gt;",40.21153,-85.37335
"Loker Truck & Appliance Company, Inc.","","Muncie","IN","&lt;--1967--&gt;",40.19365,-85.38652
"Loker-Byrum Truck Sales","","Muncie","IN","&lt;--1969--&gt;",40.19365,-85.38652
"Byrum International Truck Sales (Inc.)","2130 North Broadway (2130 North Dr. Martin Luther King Blvd.)","Muncie","IN","&lt;--1973-1979--&gt;",40.21153,-85.37335
"Lehman International Truck Sales","3801 East McGalliard Road","Muncie","IN","&lt;--1984-1990--&gt;",40.21802,-85.34178
"Miller Implement Company","","Nappanee","IN","&lt;--1948--&gt;",41.44265,-85.99995
"Hartman Pontiac, Inc.","","Nappanee","IN","&lt;--1958--&gt;",41.44265,-85.99995
"Gragg Equipment Company","505 South Main Street","Nappanee","IN","&lt;--1959--&gt;",41.43804,-86.00089
"D. W. Greene Pontiac Sales, Inc.","","Nappanee","IN","&lt;--1962-1964--&gt;",41.44265,-85.99995
"Ogle Garage","","Nashville","IN","&lt;--1958-1967--&gt;",36.10166,-86.77276
"L. T. Horn & Sons","","New Albany","IN","&lt;--1925--&gt;",38.28351,-85.823
"Dennis Truck & Tractor Company","","New Albany","IN","&lt;--1948-1949--&gt;",38.28351,-85.823
"Ohio Valley Truck & Tractor Company","301 East Main Street; 213 East 4th Street","New Albany","IN","&lt;--1958-1984--&gt;",38.28483,-85.81882
"Myers Implement Company","","New Castle","IN","&lt;--1940-1948--&gt;",39.92455,-85.36298
"Howard S. Graver Motor Sales (Inc.)","","New Castle","IN","&lt;--1958-1969--&gt;",39.92455,-85.36298
"Castle Lincoln-Mercury","405 North Memorial Drive","New Castle","IN","&lt;--1977--&gt;",39.93423,-85.38262
"Dennis Equipment Company / Inc.","State Road 38 West","New Castle","IN","&lt;--1979-1984--&gt;",39.93141,-85.38165
"Tri-State Imports","","Newburgh","IN","&lt;--1967--&gt;",37.94528,-87.4051
"McKelvey Hardware & Implement Store","","Newtown","IN","&lt;--1945",40.20476,-87.14865
"C. N. Barker / C. N. Barker Hardware","","Noblesville","IN","&lt;--1923-1931--&gt;",40.0456,-86.01224
"Barker Implement Sales","","Noblesville","IN","&lt;--1948-1962--&gt;",40.0456,-86.01224
"Leeman Implement Sales, Inc.","","Noblesville","IN","&lt;--1964--&gt;",40.0456,-86.01224
"Musselman's Farm Equipment, Inc.","Highways 32 & 38 East; 3355 East Conner Street","Noblesville","IN","&lt;--1969-1979--&gt;",40.04643,-86.01886
"Ewart Supply Company","","North Judson","IN","&lt;--1942-1948--&gt;",41.30222,-86.72725
"Grube Bros.","","North Judson","IN","&lt;--1958--&gt;",41.30222,-86.72725
"McCormick Farm Equipment Store","Highway 10 West","North Judson","IN","&lt;--1959-1962",41.21504,-86.78559
"International Harvester Sales & Service","Highway 10 West","North Judson","IN","1962-1969--&gt;",41.21504,-86.78559
"North Liberty Silo & Concrete Company","","North Liberty","IN","&lt;--1933--&gt;",41.53466,-86.42695
"Silo Company, Inc.","","North Liberty","IN","&lt;--1948--&gt;",41.53466,-86.42695
"Russ Garage","","North Liberty","IN","&lt;--1958--&gt;",41.53466,-86.42695
"Trobaugh Auto Parts & Garage","","North Liberty","IN","&lt;--1962--&gt;",41.53466,-86.42695
"Hines Farm Equipment","112 West Main Street","North Manchester","IN","&lt;--1936-1938",40.9993,-85.77112
"Bolinger Farm Equipment","808 West Main St.; 812 West Main St.; 1103 State Road 114 West","North Manchester","IN","1938-1948--&gt;",40.99916,-85.78065
"North Manchester Farm Equipment (Company)","State Road 114 West","North Manchester","IN","&lt;--1953-1967--&gt;",40.99934,-85.7712
"F. X. Klein","","North Vernon","IN","&lt;--1945",39.00373,-85.62677
