Name,Address,City,State,Years_of_Operation,Latitude,Longitude
"Farm Implement Company","","North Vernon","IN","&lt;--1947",39.00373,-85.62677
"Timperman-Wolfe Company, Inc.","Buckeye Street","North Vernon","IN","&lt;--1948-1949--&gt;",39.0084,-85.60432
"Williams Equipment Company (Inc.)","525 Buckeye Street","North Vernon","IN","&lt;--1950-1967--&gt;",39.00538,-85.62212
"Jeffers Hardware & Implement Company / Jeffers Implement Company","","Oakville","IN","&lt;--1948--&gt;",40.1139,-85.39239
"Hoefling Truck & Tractor Company","Highway 58","Odon","IN","&lt;--1948-1979--&gt;",38.85216,-86.92263
"N. G. Gloshen","","Oldenburg","IN","&lt;--1911--&gt;",39.33945,-85.20392
"Struewing & Raver","","Oldenburg","IN","&lt;--1948--&gt;",39.33945,-85.20392
"Lewis Implement Company","","Orland","IN","&lt;--1948--&gt;",41.7288,-85.17129
"G. M. Norman & Roberts","","Orleans","IN","&lt;--1948--&gt;",38.65945,-86.45687
"Ray R. Roberts & Sons, Inc.","","Orleans","IN","&lt;--1949-1950--&gt;",38.65945,-86.45687
"Auffenberg Sales","","Orleans","IN","&lt;--1958-1962--&gt;",38.65945,-86.45687
"Osgood Hardware Company","","Osgood","IN","&lt;--1915--&gt;",39.13211,-85.29248
"T. R. McKinney & Company, Inc.","","Otterbein","IN","&lt;--1948--&gt;",40.49034,-87.09621
"Byrd Implement Company","","Otterbein","IN","&lt;--1958--&gt;",40.49034,-87.09621
"Clarence C. Finke","","Otwell","IN","&lt;--1941--&gt;",38.45535,-87.09303
"Jacobi Service Station","","Palmyra","IN","&lt;--1948-1950--&gt;",38.4073,-86.10795
"D. C. Radcliffe Hardware","","Paoli","IN","&lt;--1945",38.55821,-86.46845
"Kenworthy & Son, Inc.","","Paragon","IN","",39.39428,-86.56246
"J. D. Martin & Son","","Pence","IN","&lt;--1944",40.36125,-87.5116
"Pence Implement Company","","Pence","IN","&lt;--1945",40.36125,-87.5116
"Dubea & Sloan","","Pence","IN","&lt;--1948-1964--&gt;",40.36125,-87.5116
"Pence Implement Company","","Pence","IN","&lt;--1967-1969--&gt;",40.36125,-87.5116
"Sourbeer & Rodenberg","","Pershing","IN","&lt;--1929-1948--&gt;",41.09046,-86.32024
"Marburger Bros.","","Peru","IN","&lt;--1927--&gt;",40.75376,-86.06912
"Central Farm Equipment Corporation","","Peru","IN","&lt;--1930--&gt;",40.75376,-86.06912
"Kepner Implement Company","","Peru","IN","&lt;--1948--&gt;",40.75376,-86.06912
"McCormick Farm Equipment Store","Highways 24 & 31","Peru","IN","&lt;--1958-1962--&gt;",40.7535,-86.07012
"International Harvester Sales & Service","Highways 24 & 31","Peru","IN","&lt;--1964-1974--&gt;",40.7535,-86.07012
"Hartley Farm Equipment, Inc.","Highways 24 & 31","Peru","IN","&lt;--1976-1977--&gt;",40.7535,-86.07012
"Klipsch Brothers","","Petersburg","IN","&lt;--1938--&gt;",38.49211,-87.27879
"Klipsch Equipment Company (Inc.)","304 Main Street","Petersburg","IN","&lt;--1948-1979--&gt;",38.48976,-87.28307
"Dale C. Duckwall","","Pierceton","IN","&lt;--1948-1958--&gt;",41.20007,-85.70526
"C. E. Kesler","","Pillsboro","IN","&lt;--1912--&gt;",35.69321,-77.48636
"Thurman Implement Company","","Pine Village","IN","&lt;--1945",40.45031,-87.25312
"Pine Village Implement Company","Lafayette Street & Main Street","Pine Village","IN","&lt;--1948-1976--&gt;",40.45032,-87.2544
"A. L. Williams","","Pittsboro","IN","&lt;--1945",39.86531,-86.46652
"Costin Buick","2170 East Main Street","Plainfield","IN","&lt;--1974--&gt;",39.71205,-86.37273
"Forrest Zumbaugh","","Plymouth","IN","&lt;--1948--&gt;",41.34354,-86.30954
"West Side Truck & Machinery Sales","","Plymouth","IN","&lt;--1958-1964--&gt;",41.34354,-86.30954
"Reese Equipment Company","523 East Jefferson Street","Plymouth","IN","&lt;--1974-1985--&gt;",41.34429,-86.303
"North Central Agri-Power, Inc.","10303 Iris Road","Plymouth","IN","&lt;--2008-2012--&gt;",41.32729,-86.22176
"Poland Hardware & Implement Company","","Poland","IN","&lt;--1948--&gt;",39.44409,-86.95077
"Ertel & Powell","","Portland","IN","&lt;--1920--&gt;",40.43234,-84.97782
"Sheffer Implement Company","227 West Water Street","Portland","IN","&lt;--1948-1955--&gt;",40.43207,-84.97999
"Sheffer & Weinland Implement Company","227 West Water Street","Portland","IN","&lt;--1962-1979--&gt;",40.43207,-84.97999
"P. Reising & Sons","","Poseyville","IN","&lt;--1916--&gt;",38.16977,-87.78323
"Nix Brothers","","Poseyville","IN","&lt;--1928--&gt;",38.16977,-87.78323
"Breiner & Uhde Implement Company","","Poseyville","IN","&lt;--1948-1969--&gt;",38.16977,-87.78323
"Adams & Morrow (Inc.)","113 South Hall Street","Princeton","IN","&lt;--1930-1984--&gt;",38.34906,-87.5714
"Southern Indiana Truck Sales","","Princeton","IN","&lt;--1964-1969--&gt;",38.35523,-87.56756
"B. C. Fowler & Son","","Remington","IN","&lt;--1948--&gt;",40.76585,-87.15371
"Holderly Implement (Company)","","Remington","IN","&lt;--1958-1969--&gt;",40.76585,-87.15371
"Fowler & Holderly Implement Company","","Remington","IN","",40.76585,-87.15371
"Brusnahan Implement Company","","Rensselaer","IN","&lt;--1948-1962--&gt;",40.93654,-87.15073
"Elijah Sales & Service","","Rensselaer","IN","&lt;--1964--&gt;",40.93654,-87.15073
"Wachs Sales & Service (Inc.)","","Rensselaer","IN","&lt;--1967-1969--&gt;",40.93654,-87.15073
"Segal Truck Sales & Service (Inc.)","","Reynolds","IN","&lt;--1968--&gt;",40.74933,-86.87376
"McCoy & Herrell Equipment Company","","Richland City","IN","&lt;--1967-1973--&gt;",37.94526,-87.16845
"Spencer Sales & Service (Inc.)","Highway 66","Richland City","IN","&lt;--1978-1984--&gt;",37.90466,-87.26058
"Chenoweth Auto Company","1107 Main Street","Richmond","IN","&lt;--1918-1919--&gt;",39.82889,-84.88732
"Dennis Implement Company","13-15 South 7th Street","Richmond","IN","&lt;--1921-1923--&gt;",39.82044,-84.89287
"McCormick-Deering Store","","Richmond","IN","&lt;--1943",39.82729,-84.89036
"Howard Thompson","","Richmond","IN","&lt;--1945",39.82729,-84.89036
"McCoys Truck & Implement Company, Inc.","","Richmond","IN","&lt;--1948",39.82729,-84.89036
"Kenneth E. Williams, Inc.","","Richmond","IN","&lt;--1948--&gt;",39.82729,-84.89036
"Whitewater Sales, Inc.","","Richmond","IN","&lt;--1958--&gt;",39.82729,-84.89036
"Vivian Buick, Inc.","3200 East Main Street","Richmond","IN","&lt;--1962-1974--&gt;",39.83137,-84.85787
"Bob Ross Buick, Inc.","3200 East Main Street","Richmond","IN","&lt;--1976-1980--&gt;",39.83137,-84.85787
"Studebaker Buick, Inc.","3200 East Main Street","Richmond","IN","&lt;--1984-1990--&gt;",39.83137,-84.85787
"Dickman & Sons, Inc.","3421 Highway 38","Richmond","IN","&lt;--1979-1980--&gt;",39.87669,-84.8876
"International Harvester Company","170-174 Fort Wayne Avenue","Richmond","IN","&lt;--1923-1932--&gt;",39.834,-84.8928
"Geo. B. Gibson","","Rising Sun","IN","&lt;--1911--&gt;",38.94984,-84.85527
"Hanna & Wendling","","Roachdale","IN","&lt;--1931-1934--&gt;",39.84936,-86.79962
"Charles Hanna & Sons","","Roachdale","IN","&lt;--1948--&gt;",39.84936,-86.79962
"Moore Implement Company","","Roachdale","IN","&lt;--1958--&gt;",39.84936,-86.79962
"Van Meter & Moore","116 West 9th Street","Rochester","IN","&lt;--1936-1937--&gt;",41.06502,-86.22885
"Jones Implement Company (Inc.)","226 East 7th Street","Rochester","IN","&lt;--1948-1979--&gt;",41.06745,-86.21309
"T. W. Ferguson","","Rockport","IN","&lt;--1947",37.88319,-87.05509
"Spencer Equipment Company","","Rockport","IN","&lt;--1948-1958--&gt;",37.88319,-87.05509
"McCoy & Herrell Equipment Company","","Rockport","IN","&lt;--1962-1964--&gt;",37.88319,-87.05509
"L. S. Canter","","Rockville","IN","&lt;--1945",40.01556,-86.93854
"Lewis & Merry","","Rockville","IN","&lt;--1948--&gt;",40.01556,-86.93854
"F. R. Merry","","Rockville","IN","&lt;--1958--&gt;",40.01556,-86.93854
"Lewis Equipment Company","Highway 36 & Highway 41","Rockville","IN","&lt;--1964-1984--&gt;",39.75931,-86.43378
"Butler & Peckels","","Rolling Prairie","IN","&lt;--1923--&gt;",41.67431,-86.61603
"John David Groves","","Rome","IN","&lt;--1945",37.92833,-86.5331
"C. C. Parlon","","Romney","IN","&lt;--1916--&gt;",40.25339,-86.90379
"Rosedale Implement Company","","Rosedale","IN","&lt;--1948-1964--&gt;",39.62264,-87.27922
"Royal Centre Hardware Company","","Royal Centre","IN","&lt;--1928--&gt;",39.76975,-75.1739
"George W. Peed","","Royal Centre","IN","&lt;--1948-1951--&gt;",39.76975,-75.1739
"Berkshire Implement Company","7510 North US 35","Royal Centre","IN","&lt;--1958-1984--&gt;",35.46707,-80.78522
"Rushville Implement Company","","Rushville","IN","&lt;--1922-1946",39.60819,-85.44475
"Kirk Truck & Implement Company, Inc.","","Rushville","IN","&lt;--1948-1958--&gt;",39.60819,-85.44475
"Busard Oldsmobile, Inc.","","Rushville","IN","&lt;--1962-1967--&gt;",39.60819,-85.44475
"J. E. Dean Sales, Inc.","","Rushville","IN","&lt;--1967-1984--&gt;",39.60819,-85.44475
"Gardner & Spencer","","Russellville","IN","&lt;--1919--&gt;",40.01556,-86.93854
"Spencer Hardware Company","","Russellville","IN","&lt;--1922--&gt;",40.01556,-86.93854
"J. M. Spencer","","Russellville","IN","&lt;--1931--&gt;",40.01556,-86.93854
"Hester & Cooper","","Russellville","IN","&lt;--1948--&gt;",40.01556,-86.93854
"Cooper Implement Company","","Russellville","IN","&lt;--1957-1964--&gt;",40.01556,-86.93854
"Russellville Implement Sales, Inc.","17 Harrison Street; West Railroad Street","Russellville","IN","&lt;--1967-1984--&gt;",39.85471,-86.98376
"O. L. Cook Sons","","Salem","IN","&lt;--1944",38.60574,-86.10025
"Luckett Implement & Truck Company","","Salem","IN","&lt;--1948-1949--&gt;",38.60574,-86.10025
"Luckett Implement Company","","Salem","IN","&lt;--1950--&gt;",38.60574,-86.10025
"Cooks Garage & Implement Sales","","Salem","IN","&lt;--1962-1969--&gt;",38.60574,-86.10025
"George W. B. McConnell","","Scipio","IN","1906-1912--&gt;",39.0791,-85.71704
"M. N. Hardy & Son","","Scottsburg","IN","&lt;--1947",38.68563,-85.77845
"Wells-Deal, Inc.","","Scottsburg","IN","&lt;--1948-1950--&gt;",38.68563,-85.77845
"Jones Auto & Implement Company","","Scottsburg","IN","&lt;--1958--&gt;",38.68563,-85.77845
"Wells-Deal, Inc.","","Scottsburg","IN","&lt;--1962-1969--&gt;",38.68563,-85.77845
"Zimmerman Sales & Service","Highway 31 & Highway 356","Scottsburg","IN","&lt;--1977-1984--&gt;",38.68561,-85.77851
"A. Diefenbach / A. Diefenbach & Son / A. Diefenbach, Inc.","128 South New Albany Avenue","Sellersburg","IN","&lt;--1936-1979--&gt;",38.39732,-85.75544
"Breitfield Implement & Supply Company","","Seymour","IN","&lt;--1929--&gt;",38.95753,-85.88543
"McCormick-Deering Store","","Seymour","IN","&lt;--1944",38.95753,-85.88543
"Timperman Sales & Service, Inc.","Highway 50 West","Seymour","IN","&lt;--1948-1979--&gt;",38.93039,-85.94685
"Cordes Hardware Company, Inc.","411 Agrico Lane","Seymour","IN","&lt;--1984--&gt;",38.96106,-85.86178
"J. G. Romack & Sons","","Sharpsville","IN","&lt;--1948-1967--&gt;",40.37955,-86.08598
"Earl Sirois & Son","","Shelby","IN","&lt;--1948-1958--&gt;",41.19534,-87.34307
"Imel, Fraker & Company","","Shelbyville","IN","&lt;--1911--&gt;",39.52295,-85.77701
"Quality Implement Company","","Shelbyville","IN","&lt;--1937--&gt;",39.52295,-85.77701
"Carter Company","","Shelbyville","IN","&lt;--1948--&gt;",39.52295,-85.77701
"M & W Motor Company","","Shelbyville","IN","&lt;--1953--&gt;",39.52295,-85.77701
"McKee Truck & Implement Company","","Shelbyville","IN","&lt;--1958--&gt;",39.52295,-85.77701
"Rodgers Brothers, Inc.","East Highway 421","Shelbyville","IN","&lt;--1962-1969--&gt;",39.5127,-85.71296
"Comstock & Thompson","","Shelbyville","IN","",39.52295,-85.77701
"McWilliams Carter Company","","Shelbyville","IN","",39.52295,-85.77701
"O. T. Kercheval","South Main Street & East 2nd Street; 200 South Main Street","Sheridan","IN","&lt;--1914-1979--&gt;",40.13708,-86.22061
"Larr & Adkins International, Inc.","200 South Main Street","Sheridan","IN","&lt;--1984--&gt;",40.13692,-86.22096
"Duchemin Garage","","Sheridan","IN","&lt;--1962--&gt;",40.13706,-86.22305
"Sheridan Truck & Supply","","Sheridan","IN","&lt;--1967-1969--&gt;",40.13706,-86.22305
"Johnson & Chenoweth","","Shoals","IN","&lt;--1945",38.66878,-86.79435
"Tridle & Circle","","Sidney","IN","&lt;--1911--&gt;",41.1048,-85.74341
"Maxwell Implement Company","","South Bend","IN","&lt;--1917--&gt;",41.67503,-86.25196
"Franklin Motor Car Company","517 Lincoln Way West","South Bend","IN","&lt;--1919--&gt;",41.70122,-86.32716
"Hagedorn & Webster","216-222 East Jefferson Blvd.","South Bend","IN","&lt;--1920-1921--&gt;",41.67368,-86.24805
"Indiana Equipment Company, Inc.","South Highway 31","South Bend","IN","&lt;--1957--&gt;",41.61248,-86.25409
"Don Gilmer's Garage","","South Bend","IN","&lt;--1958-1962--&gt;",41.67503,-86.25196
"Paul's Equipment Company","","South Bend","IN","&lt;--1971--&gt;",41.67503,-86.25196
"International Harvester Company","4849 West Western Avenue","South Bend","IN","&lt;--1974-1979--&gt;",41.67284,-86.31545
"Western International Trucks, Inc.","4849 West Western Avenue","South Bend","IN","&lt;--1984--&gt;",41.67284,-86.31545
"Wise International Trucks, Inc.","4849 West Western Avenue","South Bend","IN","&lt;--1990--&gt;",41.67284,-86.31545
"International Harvester Company","1202-1208 South Lafayette Blvd.","South Bend","IN","&lt;--1922--&gt;",41.66139,-86.25278
"International Harvester Company","1319 South Lafayette Blvd.","South Bend","IN","&lt;--1958-1973--&gt;",41.6307,-86.25356
"C & K Repair Service","","South Whitley","IN","&lt;--1962--&gt;",41.08454,-85.62792
"Ralph Need","","Spencer","IN","&lt;--1944",39.28703,-86.76255
"Glenn R. Meyers","","Spencer","IN","&lt;--1948--&gt;",39.28703,-86.76255
"Pogue Truck Sales","","Spencer","IN","&lt;--1958--&gt;",39.28703,-86.76255
"Ingalls Buick-Pontiac Company","182 South Main Street","Spencer","IN","&lt;--1962--&gt;",39.28367,-86.76252
"Birr Buick-Pontiac","","Spencer","IN","&lt;--1964-1965--&gt;",39.28703,-86.76255
"Bob's Diesel Garage","","Spencer","IN","&lt;--1967--&gt;",39.28703,-86.76255
"Julian & Julian","","Spurgeon","IN","&lt;--1946",38.25231,-87.25744
"H. M. Uebelhor","","St. Henry","IN","&lt;--1919--&gt;",38.21773,-86.92853
"J. F. Gerlach Sons","","St. John","IN","&lt;--1944",41.44996,-87.47018
"Joseph Schuman / Jos. G. Schuman","","St. Leon","IN","&lt;--1948-1969--&gt;",39.29193,-84.95926
"Schuman's Garage","State Road 1","St. Leon","IN","&lt;--1973-1979--&gt;",39.42059,-85.01218
"W. W. Townsend","","St. Paul","IN","&lt;--1913-1914--&gt;",39.42665,-85.62917
"Coleman Nash","720 North Section Street","Sullivan","IN","&lt;--1946-1947",39.11776,-87.40919
"Rader Sales (Inc.)","Junction 41 & 54","Sullivan","IN","&lt;--1948--&gt;",39.16565,-87.17549
"South Side Farm Equipment (Company)","","Sullivan","IN","&lt;--1958-1964--&gt;",39.09547,-87.40962
"Moody's Truck Sales & Service","","Sullivan","IN","&lt;--1973-1979--&gt;",39.09547,-87.40962
"Springer Equipment Company, Inc.","","Sullivan","IN","&lt;--1979--&gt;",39.09547,-87.40962
"Red Power, Inc.","","Sullivan","IN","&lt;--1984--&gt;",39.09547,-87.40962
"McMahan & Son","","Summitville","IN","&lt;--1948-1967--&gt;",40.33921,-85.64445
"Al Brunsman","","Sunman","IN","&lt;--1948--&gt;",39.23695,-85.09158
"Brunsman & Hartman","","Sunman","IN","&lt;--1958-1962--&gt;",39.23695,-85.09158
"Armstrong Farm Equipment","203 North Washington Street","Swayzee","IN","&lt;--1948-1984--&gt;",40.19703,-86.66593
"Byler Motors","","Syracuse","IN","&lt;--1964--&gt;",41.42329,-85.74872
"C. A. Lemert","","Teegarden","IN","&lt;--1913--&gt;",41.46561,-86.37738
"Perry County Farmers Company","","Tell City","IN","&lt;--1923--&gt;",37.94927,-86.76455
"Dauby Motor Company","","Tell City","IN","&lt;--1948-1955--&gt;",37.94927,-86.76455
"Earl's Auto Sales & Service","","Tell City","IN","&lt;--1958--&gt;",37.94927,-86.76455
"Tell City Auto & Machine Works (Inc.)","7th Street & Humboldt Street","Tell City","IN","&lt;--1962-1977--&gt;",37.948,-86.77083
"Vigo Auto Company","","Terre Haute","IN","&lt;--1920--&gt;",39.46648,-87.41258
"McCormick-Deering Store","","Terre Haute","IN","&lt;--1944",39.46648,-87.41258
"C. R. Mayfield","200 North 9th Street","Terre Haute","IN","&lt;--1948-1968--&gt;",39.46647,-87.45371
"Adams Trucks, Inc.","","Terre Haute","IN","&lt;--1969--&gt;",39.46648,-87.41258
"Biefield Tractor Sales, Inc.","2001 South 13th Street","Terre Haute","IN","&lt;--1971-1979--&gt;",39.44514,-87.39785
"Minnis International, Inc.","2001 South 13th Street","Terre Haute","IN","&lt;--1984--&gt;",39.44514,-87.39785
"International Harvester Company","1 West Margaret Avenue","Terre Haute","IN","&lt;--1973-1974--&gt;",39.43376,-87.41619
"Mats International Trucks","1 West Margaret Avenue","Terre Haute","IN","&lt;--1976-1979--&gt;",39.43376,-87.41619
"Speedway International Trucks","1 West Margaret Avenue","Terre Haute","IN","&lt;--1990--&gt;",39.43376,-87.41619
"International Harvester Company","225 North 9th Street","Terre Haute","IN","&lt;--1918-1946",39.46737,-87.45306
"International Harvester Company","230 North 9th Street","Terre Haute","IN","&lt;--1946-1967--&gt;",39.48296,-87.40414
"Mater & Spencer","","Thorntown","IN","&lt;--1941-1947",40.12941,-86.60946
"Vehling Implement Company","","Thorntown","IN","&lt;--1948--&gt;",40.12941,-86.60946
"Wilkins Garage","","Thorntown","IN","&lt;--1962--&gt;",40.12941,-86.60946
"Schulenborg & Beck Company (Inc.)","I. O. O. F. Building","Tipton","IN","&lt;--1911-1912--&gt;",38.95851,-85.88129
"F. Ray Hull & Son","","Tipton","IN","&lt;--1945",40.28224,-86.04122
"Newsom Supply Company","","Tipton","IN","&lt;--1948--&gt;",40.28224,-86.04122
"Hoosier Sales & Service","","Tipton","IN","&lt;--1958--&gt;",40.28224,-86.04122
"Pring Implement Sales","131 North Main Street","Tipton","IN","&lt;--1962-1969--&gt;",40.65927,-86.24191
"Hoover Sales & Service","","Tipton","IN","1974-1979--&gt;",40.28224,-86.04122
"Armstrong Machinery Company, Inc.","Highway 28 West","Tipton","IN","&lt;--1983-1984--&gt;",40.30122,-86.12706
"Yoder Motor Sales","","Topeka","IN","&lt;--1958--&gt;",41.53936,-85.54056
"Moyer Trucks","","Union City","IN","&lt;--1958--&gt;",40.20212,-84.81433
"Runkle, Secor & Company","","Valparaiso","IN","&lt;--1910--&gt;",41.47814,-87.05537
"Valparaiso Implement Company","","Valparaiso","IN","&lt;--1911-1912--&gt;",41.47814,-87.05537
"Maxwell Implement Company","","Valparaiso","IN","&lt;--1918-1921--&gt;",41.47814,-87.05537
"Fred Wittenberg & Son","","Valparaiso","IN","&lt;--1947",41.47814,-87.05537
"Harvey Shurr","399 South 200 West; Highways 2 & 30","Valparaiso","IN","1947-1966",41.3749,-87.09682
"Landgrebe & Son (Inc.)","Highway 130 West","Valparaiso","IN","&lt;--1967-1984--&gt;",41.49782,-87.13855
"L & S International, Inc.","1651 West Lincolnway","Valparaiso","IN","&lt;--1989-1990--&gt;",41.47481,-87.08177
"Myers Motor Sales","","Veedersburg","IN","&lt;--1958-1964--&gt;",40.113,-87.26348
"Frank Miller / Frank H. Miller","","Versailles","IN","&lt;--1948-1967--&gt;",39.06975,-85.25388
"Hunter Sales & Service (Company)","","Versailles","IN","&lt;--1958-1969--&gt;",39.06975,-85.25388
"Swinney's Farm Equipment, Inc.","Highway 421 South","Versailles","IN","&lt;--1976-1979--&gt;",39.07032,-85.25974
"C. L. Culbertson","","Vevay","IN","&lt;--1947",38.74768,-85.06711
"Vevay Farm Supply","","Vevay","IN","&lt;--1948--&gt;",38.74768,-85.06711
"Dallas Motor Sales","","Vevay","IN","&lt;--1958--&gt;",38.74768,-85.06711
"Vevay Sales & Service (Inc.)","","Vevay","IN","&lt;--1962-1967--&gt;",38.74768,-85.06711
"Saiter-Morgan Company, Inc.","","Vincennes","IN","&lt;--1948-1958--&gt;",38.68202,-87.5125
"Becker Motor Company","","Vincennes","IN","&lt;--1962-1964--&gt;",38.68202,-87.5125
"McCormick, Inc.","2409 Highway 41 South","Vincennes","IN","&lt;--1967-1990--&gt;",38.69886,-87.48609
"AdamsMeyer, Inc.","701 Wheatland Road","Vincennes","IN","",38.69137,-87.49618
"Henderson Farm Equipment / Henderson's","473 South Miami Street","Wabash","IN","1943-1962",40.7939,-85.8217
"Hoosier Point Truck Sales","","Wabash","IN","&lt;--1964--&gt;",40.79679,-85.82233
"George Mitten","","Wadena","IN","&lt;--1913--&gt;",40.69301,-87.26778
"Leonard Company","","Wakarusa","IN","",41.53608,-86.02095
"Yoder Bros., Inc.","","Wakarusa","IN","",41.53608,-86.02095
"J. N. Lee & Son","","Waldron","IN","&lt;--1910--&gt;",39.45492,-85.66697
"Four County Farm Equipment, Inc.","","Walkerton","IN","&lt;--1948--&gt;",41.46686,-86.48324
"Walkerton Truck Sales & Service","","Walkerton","IN","&lt;--1967-1969--&gt;",41.46686,-86.48324
"Walkerton Motor Sales","","Walkerton","IN","",41.46686,-86.48324
"Walton Elevator Company, Inc.","","Walton","IN","&lt;--1948-1969--&gt;",40.66379,-86.24501
"William Osborn & Son","","Wanatah","IN","&lt;--1923--&gt;",41.43076,-86.89877
"Mitchell & Schoppel, Inc.","1st Street & Indiana Street; 118 East 1st Street","Wanatah","IN","&lt;--1948-1979--&gt;",41.42891,-86.89559
"Kriegbaum Brothers","","Warren","IN","",40.6836,-85.42642
"Sharp Hardware Company","","Warsaw","IN","&lt;--1948--&gt;",41.23515,-85.85664
"W & W Truck Sales, Inc.","Highway 30 & Road 200 West","Warsaw","IN","&lt;--1958-1984--&gt;",41.27005,-85.88259
"Tyner & Wangler","","Warsaw","IN","&lt;--1958--&gt;",41.23515,-85.85664
"Gragg Equipment Company","Highway 15 South","Warsaw","IN","&lt;--1973-1984--&gt;",38.78258,-84.81135
"Lincolnway International Trucks","2466 North County Road 200","Warsaw","IN","&lt;--1990--&gt;",41.26914,-85.88088
"McCormick-Deering Store","","Washington","IN","&lt;--1937-1943",47.6137,-122.19093
"Johnson Bros.","","Waterloo","IN","&lt;--1927--&gt;",41.43321,-85.0247
"Dunn Bros.","","Waterloo","IN","&lt;--1948--&gt;",41.43321,-85.0247
"Burge & Ringle","","West Lebanon","IN","&lt;--1916--&gt;",40.27179,-87.38665
"Wayne Newburn Auto Sales","555 National Avenue","West Terre Haute","IN","&lt;--1958--&gt;",39.46485,-87.44936
"Westport Hardware Company, Inc.","","Westport","IN","&lt;--1948--&gt;",39.1759,-85.5745
"Westport Implement Company","","Westport","IN","",39.1759,-85.5745
"Geo. O. Stembel (Estate)","","Wheatfield","IN","&lt;--1948--&gt;",41.18717,-87.0526
"Route 31 Service Plaza (Inc.)","","Whiteland","IN","&lt;--1964-1969--&gt;",39.54994,-86.08548
"Robertson Implement Company","","Williamsport","IN","&lt;--1948",40.28805,-87.29438
"Bower Implement Company","","Williamsport","IN","&lt;--1948-1969--&gt;",40.28805,-87.29438
"Dalton Farm Equipment, Inc.","17 Front Street","Williamsport","IN","&lt;--1975--&gt;",40.28816,-87.29188
"Warren Farm Equipment, Inc.","State Road 28 West","Williamsport","IN","&lt;--1979--&gt;",40.28802,-87.29471
"Mann Farm Equipment, Inc.","State Road 28","Williamsport","IN","",40.29137,-87.2914
"Orland Goble","","Winamac","IN","&lt;--1948-1958--&gt;",41.05135,-86.60288
"North Central Agri-Power, Inc.","2686 Highway 35","Winamac","IN","&lt;--2009-2012--&gt;",41.01712,-86.5781
"Bruce Maxwell","","Winchester","IN","1939-1948--&gt;",40.17253,-84.98132
"Heckley & Sheffer (Inc.)","North Main Street & the White River","Winchester","IN","&lt;--1958-1984--&gt;",40.17931,-84.98136
"Charles T. Webb","","Wingate","IN","&lt;--1910--&gt;",40.17187,-87.07143
"Robinson Implement Sales","","Wingate","IN","&lt;--1948--&gt;",40.17187,-87.07143
"Robinson Implement Sales","39 Vine Street","Wingate","IN","&lt;--1979--&gt;",40.17256,-87.07292
"B. C. Fowler","","Wolcott","IN","&lt;--1919--&gt;",40.75849,-87.04154
"B. C. Fowler & Son","","Wolcott","IN","&lt;--1948-1951--&gt;",40.75849,-87.04154
"Romack Implement Sales (Inc.)","","Wolcott","IN","&lt;--1962-1967--&gt;",40.75849,-87.04154
"Wolf Lake Hudson Sales","","Wolf Lake","IN","&lt;--1958--&gt;",38.35097,-85.77086
"Wolf Lake Rambler Sales","","Wolf Lake","IN","&lt;--1962-1964--&gt;",38.35097,-85.77086
"Wolf Lake Motor Sales","","Wolf Lake","IN","&lt;--1967--&gt;",38.35097,-85.77086
"Peoples Hardware Company","","Woodburn","IN","&lt;--1918--&gt;",41.12502,-84.85471
"Gregg & Roemke Implement Company","","Woodburn","IN","&lt;--1948-1951--&gt;",41.12502,-84.85471
"Rosener's Garage","","Woodburn","IN","&lt;--1958--&gt;",41.12502,-84.85471
"101 Service Center (Servicenter)","","Woodburn","IN","&lt;--1962-1964--&gt;",41.12502,-84.85471
"Gregg Implement Company","","Woodburn","IN","",41.12502,-84.85471
"Charles Moore","","Worthington","IN","&lt;--1946",39.11534,-86.97912
"Worthington Truck & Implement Company","","Worthington","IN","&lt;--1948-1951--&gt;",39.11534,-86.97912
"A. D. Stahl","","Worthington","IN","&lt;--1962-1967--&gt;",39.11534,-86.97912
